id,case_name,related_case,year,maj_opinion,maj_joined,dissent_opinion,dissent_joined,importance,facts,issues,arguments,ruling,discussion,concur_opinion,concur_joined,concur2_opinion,concur2_joined,concur3_opinion,concur3_joined,dissent2_opinion,dissent2_joined,dissent3_opinion,dissent3_joined,justices_np,topic,sub_topic,law_class,law_classes
84,DELETE INS v. Chadha,,1983,,,,,,"* In one section of the Immigration and Nationality Act, Congress authorized either House or Congress to invalidate and suspend depotation rulings of the US AG. Chadha had stayed in the US past his visa deadline. Though Chadha conceded that he was deportable, an immigration judge suspended his deportation.
* The House of Reps voted without debate or recorded vote to deport Chadha.
* Chadha’s lawyers: OK, he’s now going to be deported because Congress is exercising their legislative veto.","* Did the Immigration and Nationality Act, which allowed a one-House veto of executive actions, violate the separation of powers doctrine?
    * In the process of making laws, there is bicameralism, and presentment. The legislative veto violates specifically bicameralism and the presentment clauses. (Bicameralism: has to be passed by both houses, and Presentment: has to be presented to the president)",,"* The court held that the particular section of the act **did violate** the constitution. Even though the Act would have enhanced governmental efficiency, it violated the ""explicit constitutional standards"" regarding lawmaking and congressional authority. Legislative Veto is ruled unconstitutional
    * Delegatur non potest delegatare",,,,,,,,,,,,,Legislative Veto,"Separation of Powers,Legislative Veto,Delegation of Powers",American Constitution,American Constitution
83,Hutchinson v. Proxmire,,1979,,,,,* Clarifies Congressional Immunity,"* Sen. Proxmire got the Golden Fleece Award of the Month, who thought that the award was a waste of tax dollars (Hutchinson got the award as well, and Proxmire detailed the ""nonsense"" of Hutchinson’s research on the floor of the Senate, in conferences with his staff, and in a newsletter sent to his constituents.
* Hutchinson sued for libel. 
* Proxmire: Argued that he was immune from prosecution, under the Speech and Debate Clause, which says that members of congress are privileged from arrest, for any Speech or Debate in either House.","* Were Proxmire’s activities and statements against Hutchinson’s research protected by the Speech and Debate Clause of Article I, Section 6 of the Constitution (protects speech or debate in congress in announcing policy)",,"* No. (sided with Hutchinson) The court held that statements in his newsletters and press releases were not protected by the Speech and Debate Clause. The court also found that Proxmire’s statements were not libelous (there was not ""actual malice"".",,,,,,,,,,,,,Congressional Immunity,Congressional Immunity,American Constitution,American Constitution
82,Enterprise Fund v. Public Company Accounting Oversight Board,,2010,,,,,,"* The Free Enterprise Fund challenged the constitutionality of Title I of the Sarbanes-Oxley Act.

* It alleged that the creation of the Public Company Oversight Board by the Act violated the Appointments Clause because it deprived the President from exercising adequate control over the Board.

    * Appointments Clause: Empowers POTUS to appoint officials with the advice and consent of the US Senate. This also allows lower-level officials to be appointed without the advice and consent process.

* The board was under the direct supervision of the Securities and Exchange Commission, all of whose commissioners are appointed by and can be removed by the President.","* Does the Sarbanes-Oxley Act violate the separation of powers doctrine by giving broad powers to the Board while simultaneously preventing the President of the power to appoint or remove Board members?
* Did the court of appeals correctly hold that the Board members were inferior officers under the direct supervision of the SEC even though the SEC cannot supervise those members individually and can only remove them for just cause?
* Does the Sarbanes-Oxley Act violate the Appointments Clause even if the Board’s members are inferior because the SEC is not an official department or because the commissioners are not the head of the SEC?",,"* Yes, Yes, Not answered
* The Supreme Court held that the ""for-cause"" limitation on the removal of Board members  is unconstitutional because it contravenes the Constitution’s separation of powers. 
    * Court reasoned that because the Act protects Board members from removal except for good cause, but withdraws from the President any decision on whether good cause exists, the Act deprives the President the power to hold Board members accountable, which contradicts article II’s vesting of the executive power with the president.",,,,,,,,,,,,,"Executive Powers, Privilege and Presidential Immunity",Executive Powers,American Constitution,American Constitution
81,Clinton v. Jones,,1997,,,,,* Clarifies Separation of Powers Doctrine,"* Paula Jones said that while she was an AR state employee, she was sexually harrassed by then Governor Clinton, and that she was punished for not complying","* Is a serving president, for reasons of separation of powers, entitled to absolute immunity from civil litigation arising out of events which transpired prior to his taking office?",,"* No. Ruled against Clinton.
    * The Constitution does not grant a sitting President immunity from civil litigation except under highly unusual circumstances.
    * After noting the great respect and dignity owed to the Executive office, the Court held that neither separation of powers nor the need for confidentiality of high-level information can justify an unqualified Presidential immunity from judicial process.","* Re: Separation of powers: while the independence of our government’s branches must be protected under the doctrine of separation of powers, the Constitution does not prohibit these branches from exercising any control over one another.
* This is true despite the procedural burdens, which Article III jurisdiction may impose on the time, attention, and resources of the Chief Executive.",,,,,,,,,,,,"Executive Powers, Privilege and Presidential Immunity","Separation of Powers,Presidential Immunity",American Constitution,American Constitution
80,Bowsher v. Synar,,1986,,,,,,"* Due to rising budget deficits, Congress passed the Gramm-Rudman-Hollings Deficit Control Act of 1985. The act was designed to eliminate the federal budget deficit by restricting spending during fiscal years 1986 through 1991. If maximum allowable deficit amounts were exceeded, automatic cuts, as requested by the Comptroller General, would go into effect.",* Did the functions assigned by Congress to the Comptroller General of the United States under the Gramm-Rudman-Hollings Deficit Control Act of 1985 violate the doctrine of separations of power?,,"* The court found that the duties which the Congress delegated to the Comptroller General did violate the doctrine of separation of power and were unconstitutional.
1. In exploring the statute defining the provisions of the Comptroller General’s office relating to the Congress’s power of removal, it was clear to Burger that this officer was subservient to the legislative branch.
2. In examining the functions that this officer would carry out under the Deficit Control Act, Burger concluded that the Comptroller General was being asked to execute the laws and, thus, was intruding on the prerogatives of the executive branch.
* The Congress cannot require an officer of the executive to do things in their power.",,,,,,,,,,,,,"Executive Powers, Privilege and Presidential Immunity","Separation of Powers,Congressional Authority",American Constitution,American Constitution
79,U.S. v. Nixon,,1974,,,,,,"* Watergate affair: break in of the democratic headquarters by Nixon’s administration, and Nixon attempted a cover-up. Special prosecutor was hired by the white house to investigate. 
* Nixon asserting executive privilege to avoid getting the subpoena and going to court. **Privilege Claim based on Separation of Powers**
    * Each branch has a sphere of activity that cannot be encroached upon by another. 
* First Claim (about justiciability): courts shouldn’t have any business adjudicating an inter-departmental dispute.
* Second Claim (about privilege): This would impair the operation of the executive branch (Nixon has an absolute prerogative to protect the speech of people in the oval office)
    * If people knew that what they said percolated out into the public domain, that Nixon wouldn’t be able to get candid advice from advisors","* Does the court have a right to adjudicate in this case? **Yes.**
* Is the President’s right to safeguard certain information, using his ""executive privilege"" confidentiality power, entirely immune from judicial review?",,"* No. Neither the **doctrine of separation of powers, nor the generalized need for confidentiality without more, can sustain an absolute, unqualified, presidential privilege.**","* There was a limited executive privilege in areas of military or diplomatic affairs, but gave preference to ""the fundamental demands of due process of law in the fair administration of justice""",,,,,,,,,,,,"Executive Powers, Privilege and Presidential Immunity",Executive Privilege,American Constitution,American Constitution
78,U.S. v. U.S. District Court,,1972,,,,,"* Fourth Amendment is important, pretty much","* Investigating three people it suspected of conspiring to destroy government property and bombing a Central Intelligence Agency office, officials used electronic surveillance to record suspects' conversations.
* The wiretapping was conducted without a search warrant.
    * Justification for this? – Threat to national security, getting wiretaps would mean that the government wouldn’t be able to move with enough alacrity (speed), compromise the secrecy of apprehending the individuals",* Did the wiretapping violate the Fourth Amendment?,,* Yes. Court held government officials were obligated to obtain a warrant before beginning electronic surveillance even if domestic security issues were involved.,"* The ""inherent vagueness of domestic security concept"" and the potential for abusing it to quell political dissent made 4th amendment protections especially important when the government engaged in spying on its own citizens.",,,,,,,,,,,,"Executive Powers, Privilege and Presidential Immunity","Fourth Amendment,Executive Powers",American Constitution,American Constitution
77,New York Times v. U.S.,,1971,,,,,* Security vs first amendment rights clarification,"* Nixon Administration tried to prevent NYT and WP from publishing materials belonging to a classified Defense Department study regarding the history of United States activities in Vietnam.
    * Official document was leaked to the public
    * Nixon administration claimed that prior restraint was necessary to protect national security
* National security is considered a compelling state interest.
    * Top level scrutiny—notion of fundamental rights (freedom of press)","* Did the Nixon administration’s efforts to prevent the publication of what it termed ""classified information"" violate the First Amendment.",,"* Yes. Court, *per curiam*, found that the government did not overcome the ""heavy presumption against"" prior restraint of the press in this case.
    * The vague word ""security"" can not be used to “abrogate the fundamental law embodied in the First Amendment.”","* When arguing for a ""compelling state interest"" like “security”, the arguer has to be more explicit with details to prove their compelling state interest.",,,,,,,,,,,,"Executive Powers, Privilege and Presidential Immunity","First Amendment,Separation of Powers,National Security",American Constitution,American Constitution
76,Boumediene v. Bush,,2008,,,,,"* Found in favor of the detainees’ right to protection of Due Process

* The court is coming out increasingly in favor of due process rights. The court is chipping away at the idea that enemy combatants should be tried by military tribunals, etc., or that they aren’t afforded the same protections.","* Boumediene and five other Algerian natives were seized by Bosnian police when US officers suspected their involvement in a plan to attack the US embassy there.
* The US gov. classified the men as enemy combatants in the war on terror and detained them at Guantanamo.
* Boumediene filed a petition for a writ of habeas corpus, alleging violations of the Due Process Clause.
    * District court granted govt’s motion to have all claims dismissed on the grounds that Boumediene was an alien detainee at an overseas military base, with no right to a habeas petition.
    * Appeals court affirmed, but SCOTUS reversed in *Rasul v. Bush*, which held that habeas statute extends to non-citizens at Guantanamo.
    * Congress passed MCA, which eliminated federal courts’ jurisdiction to hear habeas applications from ""enemy combatants""
    * Detainees argued that the MCA was unconstitutional under the Suspension clause: ""The privilege of the writ of habeas corpus shall not be suspended, unless when in cases of rebellion or invasion the public safety may require it.""
    * One of the purposes of MCA was to overrule SCOTUS in Hamdan, which allowed Boumediene’s petition to go forward.
        * DC Circuit held that Suspension Clause only protects the writ as it existed and was understood in 1789, and that constitutional rights do not apply to aliens outside the US.
    * Reversal: SCOTUS granted certiorari after initially denying review three months earlier.","* Should the MCA be interpreted to strip federal courts of jurisdiction over habeas petitions filed by foreign citizens detained at guantanamo?

* If so, is the MCA a violation of the Suspension Clause?

* Are the detainees at Guantanamo entitled to the protection of the Fifth Amendment right not to be deprived of liberty without due process of law and of the Geneva conventions?

* Can the detainees challenge the adequacy of judicial review provisions of the MCA before they have sought to invoke that review?",,"* Yes to all four questions. The MCA is considered valid, but because the procedures laid out in the Detainee Treatment Act are not adequate substitutes for the habeas writ, the CA operates as an unconstitutional suspension of that writ.
* The detainees were not barred from seeking habeas or invoking the Suspension Clause merely because they had been designated as enemy combatants or because they were held at Guantanamo
**Principle at work in these cases:**
* If you’re subject to the judicial system outside of the military, regardless of your status as an ""enemy combatant"", you are afforded all of the rights in the constitution.
* If you’re in a military tribunal, however, the rules of the game are different.",,,,,,,,,,,,,"War Powers/Foreign Affairs,Property Rights/Substantive Due Process","Due Process,Executive War Powers,Suspension Clause",American Constitution,American Constitution
75,Hamdan v. Rumsfeld,,2006,,,,,,"* Hamdan, ObL’s former chauffeur, was captured by Afghani forces, imprisoned at Guantanamo. He filed a petition for a writ of habeas corpus in **federal district court** to challenge the detention, but received a hearing from a military tribunal, which designated him an enemy combatant. 
    * District court then granted Hamdan’s petition, ruling there must be a hearing first under the Geneva Convention.
    * Circuit Court reversed, finding that the Geneva Convention could not be enforced in federal court.","* May the rights protected by the Geneva Convention be enforced in federal court through habeas corpus petitions?
* Was the military commission established to try Hamdan and others for alleged war crimes in the War on Terror authorized by the Congress or the inherent powers of the President?",,"* Yes and no.
* SCOTUS held that neither an act of Congress nor the inherent powers of the Executive laid out in the Constitution expressly authorized the sort of military commission at issue in this case.
* Absent that express authorization, the commission had to comply with the ordinary laws of the United States and the laws of war.
    * Geneva Convention, as part of the ordinary laws of war, could therefore be enforced by the Supreme Court.
* Hamdan’s exclusion from certain parts of his trial deemed classified by the military commission violated both of these, and the trial was therefore illegal.",,,,,,,,,,,,,War Powers/Foreign Affairs,"Executive War Powers,Habeas Corpus",American Constitution,American Constitution
74,Hamdi v. Rumsfeld,,2004,,,,,,"* Yaser Hamdi, a US Citizen was arrested by the US military in Afghanistan, accused of fighting for the Taliban against the US. He was declared an ""enemy combatant"", transferred to a military prison in VA.
* He argued that the government had violated his Fifth Amendment right to Due Process by holding him indefinitely and not giving him access to an attorney or a trial.
    * Extraordinary Rendition: the idea that people can be sent away to other parts of the world for ""enhanced interrogation""
* Government argued that the Executive branch had the right during wartime to declare people ""enemy combatants"", thus restricting their access to the court system.
* District court ruled for Hamdi, Appeals court found that separation of powers required federal courts to practice restraint during wartime, because the judiciary can’t supervise overseas conduct.
    * They therefore should defer to the Executive Branch’s ""enemy combatant"" determination.","* Did the government violate Hamdi’s Fifth Amendment right to Due Process by holding him indefinitely, without access to an attorney, based solely on an Executive Branch declaration that he was an ""enemy combatant"" who fought against the United States?
* Does the separation of powers doctrine require federal courts to defer to Executive Branch determinations that an American citizen is an ""enemy combatant""",,"* Yes and no.
* Fifth Amendment gives US citizens rights held in the US as an enemy combatant the right to contest that detention before a neutral decision maker. 
* Separation of powers argument was rejected.",,,,,,,,,,,,,"Executive Powers, Privilege and Presidential Immunity,Property Rights/Substantive Due Process","Due Process,Separation of Powers,""Enemy Combatant""",American Constitution,American Constitution
73,Haig v. Agee,,1981,,,,,,* Agee (a former CIA employee) announced a campaign to fight the CIA wherever it operated. His passport was revoked by the Secretary of State,"* Does the President (acting through the SoS) have the authority to revoke his passport?
* Has Agee’s due process rights to travel been violated (because he didn’t have a trial or anything before his passport had been revoked)?",,"* The Court held that Passport Act of 1926 and other congressional statutes implicitly granted the Secretary of State the power to revoke passports.
* The Court noted Congress's historical recognition of ""Executive authority to withhold passports on the basis of substantial reasons of national security and foreign policy.""
* The Court further held that because the regulations were limited to cases in which there was a likelihood of ""serious damage"" to foreign policy, Agee's claims concerning the First Amendment, the Fifth Amendment, and the right to travel were ""without merit.""
    * Freedom of Travel is subordinate to national security and foreign policy considerations; as such, it is subject to reasonable governmental regulation","* **Content Neutrality**: The constitution must be blind to content (popular speech vs. unpopular speech, etc.)
* When there’s a general national security threat, you’ll usually see the Supreme Court siding with the government. 
* Takeaway: when you go into the service, you know what you’re going into, and there will be punishments for revealing state secrets, etc.",,,,,,,,,,,,War Powers/Foreign Affairs,"Due Process,Executive Privilege",American Constitution,American Constitution
72,U.S. v. Curtiss-Wright,,1936,,,,,* This case involves the president’s authority over foreign affairs (in contrast to previous cases which were about domestic affairs),"* Curtiss-Wright was charged with conspiring to sell fifteen machine guns to Bolivia. This violated a Joint Resolution of Congress and a proclamation issued by President Roosevelt.
    * The Joint resolution: congress had authorized the president to place an embargo on arms shipments to countries at war in South America.",* Did Congress in its Joint Resolution unconstitutionally delegate legislative power to the president,,"* There was no constitutional violation. The president was executing a valid congressional resolution.
    * This is an IMPLIED power.","* Important distinction between internal and foreign affairs. **It’s because ""the president alone has the power to speak or listen as a representative of the nation""**, that Congress can give the president a special degree of discretion in external matters which would not be afforded domestically.
* However, in the beginning of the country, the states had no authority in foreign affairs. Foreign affairs powers flow from the King of England to the United States of America, to the personage of the president.",,,,,,,,,,,,War Powers/Foreign Affairs,"Executive War Powers,Foreign Affairs",American Constitution,American Constitution
71,Youngstown v. Sawyer,,1952,,,,,,"* **The famous steel-seizure case. Historical backdrop: the Korean war, and a nation-wide strike of steel workers**
* President Truman: Executive Order ordered secretary of Commerce Sawyer to seize and operate most of the nation’s steel mills.
    * This was done in order to avert the expected effects of a strike by the United Steelworkers of America.","* Did the President have the constitutional authority to seize and operate the steel mills?
    * US Constitution Article II",,"* There has been no congressional action giving the president the authority to take possession of private property.
* The president’s power, if any, must come from an act of congress, or the constitution power itself. There’s no constitutional power to nationalize industries, so the President needs an act of congress. It was held that it was not within his power to nationalize the steel industry, to stop laborers from hurting the military effort.","* **Three conditions for the President and Congress acting in concert.**
    * **When the president acts in pursuant to an expressed or implied authorization of congress, it’s within his authority to act. The authority is at its maximum.**
    * **When the president takes measures incompatible with the expressed or implied will of congress, the president’s powers are at their weakest.**
    * **When the president acts with the absence of either a congress…. he can only rely on his own independent powers but there is a zone of twilight in which he and congress might have concurrent authority, or in which its distribution is uncertain.**",,,,,,,,,,,,War Powers/Foreign Affairs,"Executive War Powers,Domestic Affairs",American Constitution,American Constitution
70,DELETE Korematsu v. U.S.,,1944,,,,,"* **The big takeaway: In times of war, the court tends to be very deferential to the government’s actions. (kinda because of the counter-majoritarian worry about legitimacy in the face of public opinion)**",* Executive Order from Roosevelt (based on advice from military generals) allowing for internment of Japanese Americans on the west coast. Korematsu was a Japanese American who resisted the order.,"* Does the Executive Order go beyond the war powers of the President and congress by implementing exclusion and restricting the rights of Americans of Japanese descent?
    * When race is used in an invidious way, it is treated as a suspect classification, which triggers top-tier scrutiny, where the state is held to showing a compelling state interest.",,"* The government was held to strict scrutiny, and they were shown to have fulfilled the requirement for showing a compelling state interest",* Conclusion: The notion of national security exercises a lot of gravitational pull of how constitutional rights are interpreted.,,,,,,,,,,,,War Powers/Foreign Affairs,"Executive War Powers,Domestic Affairs",American Constitution,American Constitution
69,Ex Parte Milligan,,1866,,,,,,"* Milligan was arrested by the military in 1864, found guilty by military commissions, and was sentenced to be hanged. Petitioned for habeas corpus.",* Was the military legally the appropriate jurisdiction for his sentencing? He wasn’t a citizen of one of the states in rebellion.,,* Martial law cannot exist when the courts are open and in the proper exercise of their jurisdiction. They repudiate the idea of courts martial for all people in the Civil war.,,,,,,,,,,,,,War Powers/Foreign Affairs,"Executive War Powers,Domestic Affairs,Martial Law",American Constitution,American Constitution
68,The Prize Cases,,1863,,,,,,"* Civil War: A blockade instituted by Lincoln seized Confederate vessels and cargo, but there wasn’t a state of war in place.
    * Jus belli: Rights under war - right to capture enemy property, **but there must be a de facto war**
    * A civil war is never really publicly proclaimed","* Does the president have the right to institute a blockade of southern ports, under principles of international law?",,"* Yes, under the Constitution, Congress has the right to declare war, but congress can’t declare war against a state or any number of states. 
* The blockade is constitutional. Basically the president was acting pursuant to his powers as commander in chief, in putting down an insurrection.",* The constitution also confers executive authority upon the president.,,,,,,,,,,,,War Powers/Foreign Affairs,"Executive War Powers,Civil War,Domestic Affairs",American Constitution,American Constitution
67,Stop the Beach Renourishment v. Florida Department of Environmental Protection,,2010,,,,,,"* In 1961, FL enacted the Beach and Shore Preservation Act (""BSPA"") to restore and maintain critically eroded beaches within the state. In 2003, under the BSPA, the Florida Department of Environmental Protection filed for an Application for a Joint Coastal Permit and Authorization to Use Sovereign Submerged Lands in order to dredge sand from a shoal to rebuild a beach. SBR, an association of homeowners, subsequently challenged the issuance of the permit and the constitutionality of the BSPA. The FL court of appeals rescinded the permit, saying that the issuance would have resulted in an unconstitutional taking.
    * SBR: By taking the sand from the sea, and putting it on the beach, they extend the length of the beach and make the harbor deeper.","* By reversing longstanding holdings that littoral rights (rights of stuff on or near the shore) are constitutionally protected, did the FL SC cause a ""judicial taking"" proscribed by the Fifth and Fourteenth Amendments?",,* No. SBR has no right for their property to touch the water. It’s a deferential case that upholds the state’s decision.,,,,,,,,,,,,,"Eminent Domain,Property Rights/Substantive Due Process","Due Process,Eminent Domain",American Constitution,American Constitution
66,DELETE Kelo v. City of New London,,2005,,,,,,,,,,,,,,,,,,,,,,"Eminent Domain,Property Rights/Substantive Due Process",Due Process,American Constitution,American Constitution
65,DELETE Dolan v. City of Tigard,,1994,,,,,,,,,,,,,,,,,,,,,,Federalism,,American Constitution,American Constitution
64,DELETE Nollan v. California Coastal Commission,,1987,,,,,* Conditions can be placed on permits if they’re rationally related to,"* The CA Coastal Commission (CCC) granted a permit to the Nollans to replace their small house on the beach to a big one, conditional upon them granting a public ""easement"" to pass along their beach, which was located between two public beaches.",* Was it an uncompensated taking?,,"* No. Because it’s attached to a permit, it’s not a taking. It’s a legitimate condition that can be imposed.",* Conditions can be placed on building permits by the government so long as the condition is rationally related to the harms the government would seek to prevent that might be caused by the construction.,,,,,,,,,,,,"Eminent Domain,Property Rights/Substantive Due Process","Due Process,Eminent Domain",American Constitution,American Constitution
63,Hawaii Housing Authority v. Midkiff,,1984,,,,,"* Challenge to the idea of a state’s police power, and eminent domain","* To mitigate the effect of a feudal land system in HI, (in which a few families had a monopoly on land holding), the Land reform Act of 1967 created a land condemnation scheme, which condemned the property on which they lived.
    * Project was aimed at compensating for the monopolization of the HI land.","* Whether the act was a constitutional taking ""for public use"" or did the act violate the Constitution because it was not for public use?",,"* The act was a constitutional taking, as it was rationally related to a conceivable public purpose and was a compensated taking. Where there is a rational, legitimate purpose, the Supreme Court would not examine its overall effectiveness.","* Where there is a rational, legitimate purpose, the Supreme Court would not examine its overall effectiveness.
* In the case, SCOTUS says that the public use provisions of the 5th and 14th amendment takings clauses
    * When the legislature makes legislation, they are declaring what the public interest is. 
    * **Very deferential standard.**
    * Judicial constraint is a corollary to eminent domain. courts tend to resist engaing in judicial review of what is a genuine notion of public use.",,,,,,,,,,,,"Eminent Domain,Property Rights/Substantive Due Process",Eminent Domain,American Constitution,American Constitution
62,Ferguson v. Skrupa,,1963,,,,,* Lochner Era is definitely over. (Lochner Era: courts striking down state laws),"* Kansas statute makes it a misdemeanor to engage in the business of debt adjustment. Skrupa was involved with debt adjusting, which wasn’t immoral or dangerous, as he said
    * Debt adjusting was defined as making a contract with a debtor when he pays a certain amount of money to the person engaged in the in the adjusting",* Did the Kansas statute outlawing a person from engaging in debt adjusting violate the Due Process Clause?,,"* It is up to the legislatures, not the courts, to decide the wisdom and utility of the legislation. If the Kansas Legislature wants to do it, they can.","* Courts no longer judge on the wiseness of a certain bit of legislation, to strike it down. No more Lochner rule. It is up to the legislatures, not the courts.",,,,,,,,,,,,"Contract Clause,Property Rights/Substantive Due Process","Due Process,Contract Rights",American Constitution,American Constitution
61,Wickard v. Filburn,,1942,,,,,* Represents the extreme end of the pendulum,"* Congressional Act created a quota system for the production of wheat in order to prevent surpluses and maintain some stability of prices. Prices set by supply and demand, oversupply drives prices lower and vice versa.
* Filburn raised 23 acres of wheat, for self-consumption, none of which was destined for interstate commerce.",* May Congress regulate purely intrastate activities under the commerce clause?,,"* Yes. Even if its for personal consumption, it does compete for wheat in commerce, by taking away the demand for wheat by the one who grows it.
    * When viewed in aggregate of all farmers ""similarly situated"" it may significantly affect the value of wheat in commerce, which leaves it up to congress to regulate.",* One of the greatest exercises of the commerce power recognized by the Supreme Court.,,,,,,,,,,,,"Commerce Clause,Federal Police Powers",Commerce Clause,American Constitution,American Constitution
60,U.S. v. Darby,55,1941,,,,,"* JUXTAPOSITION WITH DAGENHART. 
* Affirmed the right of Congress to exercise ""to its utmost extent"" the powers reserved or it in the Commerce Clause.
    * Stone: argued that the ""motive and purpose of a regulation of interstate commerce are matters for the legislative judgment… over which the courts are given no control.","* Congress passed the FLSA to regulate many aspects of employment including minimum wages, maximum weekly hours, and child labor. 
* Corporations which engaged in interstate commerce or produced goods which were sold in other states were punished for violating the statute.
* Darby failed to comply with minimum wage requirements, which he challenged.",* Do the wages and hours of local employees have a substantial impact on interstate commerce as to allow Congress to constitutionally regulation?,,"* Yes. SCOTUS found that the manufacture of goods is not interstate commerce, but that the shipment of manufactured goods interstate is within the regulatory powers of Congress.
    * The current legislation is an attempt to stop interstate competition in the distribution of goods produced under substandard labor conditions.","* Retreat from the Hammer decision, courts find that the fair labor standards is within the realm of interstate commerce",,,,,,,,,,,,"Commerce Clause,Federal Police Powers,Contract Clause","Contract Rights,Commerce Clause",American Constitution,American Constitution
59,DELETE National Labor Relations Board v. Jones & Laughlin,,1937,,,,,* Intrastate firing can have a significant effect on interstate commerce. NLRB is constitutional.,* NLRB found that Jones & Laughlin engaged in unfair labor practices by firing employees involved in union activity. Jones & Laughlin failed to comply with an order to end the discriminatory practices.,* Does the federal government have the power to regulate local employment practices in companies whose business affects interstate commerce?,,"* Yes. Congress retains the power to control and regulate interstate commerce. Jones & Laughlin did significant business outside of the state of PA. 
    * Although the employee discharges are a intrastate activity, the repercussions from such discharges have the potential to significantly affect interstate commerce.",* **Plenary power of regulating interstate commerce is up to Congress.**,,,,,,,,,,,,"Commerce Clause,Federal Police Powers,Contract Clause","Contract Rights,Commerce Clause",American Constitution,American Constitution
58,West Coast Hotel v. Parrish,,1937,,,,,"* **Overrules Adkins v Children’s Hospital and Lochner (Partially, Roberts just changed his mind)**",* Washington instituted a state minimum wage for women and minors. West Coast hotel paid Parrish less than this minimum.,* Is the fixing of minimum wages for women and minors constitutional?,,"* Yes. Adkins v. Children’s Hospital overruled.
    * The exploitation at of a class of workers who are at a disadvantaged bargaining position is in the best interest of the health of the worker and economic health of the community.
    * Establishes the right of the government and the state to engage in forms of economic regulation (labor relations, etc)","* Establishes the right of the government and the state to engage in forms of economic regulation (labor relations, etc)",,,,,,,,,,,,"Contract Clause,Property Rights/Substantive Due Process","Due Process,Contract Rights",American Constitution,American Constitution
57,Nebbia v. New York,"54,56,90",1934,,,,,"* **Significant shift from the Lochner era by reducing the judicial role in scrutinizing the means employed in economic regulations, in both ""the means selected shall have a real and substantial relation to the object sought to be attained"" and in its examination of the background of the legislation.**","* NY Legislature established a Milk Control Board to ""fix minimum and maximum retail prices"" for milk sold in state. 
* Nebbia was convicted of selling milk for prices in excess of the price set by the Board.",* Does the Constitution prohibit a state from fixing the selling price of milk?,,"* No. The production and distribution of milk is a paramount industry of the state and **largely affects the health and prosperity of its people**. 
    * **Since price controls were not ""arbitrary, discriminatory, or demonstrably irrelevant"" to the policy adopted by the legislature to promote the general welfare**, it was consistent with the Constitution.","* Property rights and contract rights are not absolute in nature, and may be subject to limitations.",,,,,,,,,,,,"Contract Clause,Property Rights/Substantive Due Process",Due Process,American Constitution,American Constitution
56,Adkins v. Children's Hospital,"54,55,57,90",1923,,,,,"* Restates the Lochner Principle (with Dagenhart)
* Recognizes that women have the same contracting competence as men",* DC passed a statute that established a minimum wage for women and children.,* Is fixing a minimum wage for children and women constitutional?,,* No. It is inappropriate to restrict a woman’s freedom to contract for her labor service when such restriction is not equally applied to a man.,,,,,,,,,,,,,"Contract Clause,Property Rights/Substantive Due Process","Fifth Amendment,Freedom of Contract",American Constitution,American Constitution
55,Hammer v. Dagenhart,"54,56,60,90",1918,,,,,"* Restates the Lochner Principle, along with Adkins",* The Keating-Owen Child Labor Act prohibited the interstate shipment of goods produced by child labor. Dagenhart sued on behalf of his freedom to allow his fourteen year old son to work in a textile mill.,"* Does the Congressional act violate the Commerce Clause, the Tenth Amendment, or the Fifth Amendment?",,"* Yes. (has since been overturned) Two reasons for invalidation:
    * Production was not commerce, and thus outside the power of Congress to regulate. 
    * Regulation of production was reserved by the Tenth Amendment to the states",,,,,,,,,,,,,"Commerce Clause,Contract Clause","Contract Rights,Commerce Clause",American Constitution,American Constitution
54,DELETE Lochner v. New York,"55,56,57",1905,,,,,,,,,,,,,,,,,,,,,,Property Rights/Substantive Due Process,"Contract Rights,States Interfering with Private Enterprise,Substantive Due Process",American Constitution,American Constitution
53,DELETE Munn v. Illinois,,1877,,,,,* An anomaly in the general trajectory of these commerce clause/contract rights cases.,*  Illinois fixed the maximum charges for where grain is stored in bulk. Has to do with **setting the price for storage of grain**. This was enacted to indirectly control the price of grain products.,* Is this in interference with property and contract rights? Did the state-imposed rates deny the warehouse and elevator owners equal protection and due process under the 14th amendment?,,"* No. ""Property becomes clothed in public interest when used in a manner to make it a public consequence and affect the community at large… and must submit to be controlled by the public for the common good to the extent of the interest he has thus created.""","* Soon, railroads and warehousemen found themselves subject to significant regulation, setting prices, etc.",,,,,,,,,,,,"Contract Clause,Property Rights/Substantive Due Process","Contract Rights,Property Rights,States Interfering with Private Enterprise",American Constitution,American Constitution
52,Slaughterhouse Cases,,1873,,,,,,"* LA legislature created a monopoly for the corporation it created in slaughtering and butchering.
    * The statute was challenged by a bunch of butchers as depriving a large and meritorious class of citizens (butchers of the city) of the right to trade.","* Issue (responding to the claim:) Does the act violate the privileges and immunities clause of the 14th amendment, or create an ""involuntary servitude""?",,"* No. Privileges and immunities are those qua citizen of the united states. If the states were to take away a citizen’s right to vote away, then that would be against the privileges and Immunities clause.
    * In this case, the contract clause doesn’t count as a privilege or immunity, which are specific to the concepts of citizens’ rights",,,,,,,,,,,,,Property Rights/Substantive Due Process,"Priviliges and Immunities,Substantive Due Process",American Constitution,American Constitution
