,case_name,topic,sub_topic,wiki_url,justia_link,holding
158,Wickard v. Filburn,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/Wickard_v._Filburn,https://supreme.justia.com/cases/federal/us/317/111/,"Wickard v. Filburn, 317 U.S. 111 (1942) The Commerce Clause of the Constitution allows Congress to regulate anything that has a substantial economic effect on commerce even if that effect is indirect."
159,Cooper v. Aaron,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/Cooper_v._Aaron,https://supreme.justia.com/cases/federal/us/358/1/,"Cooper v. Aaron, 358 U.S. 1 (1958) The states are bound by the decisions of the Supreme Court and cannot choose to ignore them."
160,Oregon v. Mitchell,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/Oregon_v._Mitchell,https://supreme.justia.com/cases/federal/us/400/112/,"Oregon v. Mitchell, 400 U.S. 112 (1970) Congress has the power to regulate requirements for voting in federal elections, but it is prohibited from regulating requirements for voting in state and local elections. This decision led to the ratification of the Twenty-sixth Amendment in 1971, which lowered the minimum voting age to 18 for all elections."
161,Heath v. Alabama,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/Heath_v._Alabama,https://supreme.justia.com/cases/federal/us/474/82/,"Heath v. Alabama, 474 U.S. 82 (1985) The Double Jeopardy Clause of the Fifth Amendment does not prohibit two different states from separately prosecuting and convicting the same individual for the same illegal act."
162,South Dakota v. Dole,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/South_Dakota_v._Dole,https://supreme.justia.com/cases/federal/us/483/203/,"South Dakota v. Dole, 483 U.S. 203 (1987) Congress may attach reasonable conditions to funds disbursed to the states without violating the Tenth Amendment."
163,United States v. Lopez,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/United_States_v._Lopez,https://supreme.justia.com/cases/federal/us/514/549/,"United States v. Lopez, 514 U.S. 549 (1995) The Gun-Free School Zones Act of 1990 is unconstitutional. The Commerce Clause of the Constitution does not give Congress the power to prohibit the mere possession of a gun near a school because gun possession by itself is not an economic activity that affects interstate commerce even indirectly. Notable because it was the first time since the New Deal that the Supreme Court invalidated a law which was passed by Congress ostensibly permissible under the Commerce Clause."
164,"U.S. Term Limits, Inc. v. Thornton",Federalism,Other criminal sentences,"https://www.wikipedia.org/wiki/U.S._Term_Limits,_Inc._v._Thornton",https://supreme.justia.com/cases/federal/us/514/779/,"U.S. Term Limits, Inc. v. Thornton, 514 U.S. 779 (1995) The states cannot create qualifications for prospective members of Congress that are stricter than those specified in the Constitution. This decision invalidates provisions that had imposed term limits on members of Congress in 23 states."
165,Printz v. United States,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/Printz_v._United_States,https://supreme.justia.com/cases/federal/us/521/898/,"Printz v. United States, 521 U.S. 898 (1997) The interim provision of the Brady Handgun Violence Prevention Act that requires state and local officials to conduct background checks on firearm purchasers violates the Tenth Amendment."
166,Clinton v. City of New York,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/Clinton_v._City_of_New_York,https://supreme.justia.com/cases/federal/us/524/417/,"Clinton v. City of New York, 524 U.S. 417 (1998) The Line Item Veto Act of 1996 is unconstitutional because it allows the President to amend or repeal parts of statutes without the pre-approval of Congress. According to the Presentment Clause of the Constitution, Congress must initiate all changes to existing laws."
167,United States v. Morrison,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/United_States_v._Morrison,https://supreme.justia.com/cases/federal/us/529/598/,"United States v. Morrison, 529 U.S. 598 (2000) The section of the Violence Against Women Act of 1994 that gives victims of gender-motivated violence the right to sue their attackers in federal court is an unconstitutional intrusion on states' rights, and it cannot be saved by the Commerce Clause or Section 5 of the Fourteenth Amendment."
168,Gonzales v. Raich,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/Gonzales_v._Raich,https://supreme.justia.com/cases/federal/us/545/1/,"Gonzales v. Raich, 545 U.S. 1 (2005) Congress may ban the use of marijuana even in states that have approved its use for medicinal purposes."
169,Arizona v. United States,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/Arizona_v._United_States,https://supreme.justia.com/cases/federal/us/567/387/,"Arizona v. United States, 567 U.S. 387 (2012) An Arizona law that authorizes local law enforcement to enforce immigration laws is preempted by federal law. Arizona law enforcement may inquire about a resident's legal status during lawful encounters, but the state may not implement its own immigration laws."
170,National Federation of Independent Business v. Sebelius,Federalism,Other criminal sentences,https://www.wikipedia.org/wiki/National_Federation_of_Independent_Business_v._Sebelius,https://supreme.justia.com/cases/federal/us/567/___/,"National Federation of Independent Business v. Sebelius, 567 U.S. ___ (2012) The Patient Protection and Affordable Care Act's expansion of Medicaid is unconstitutional as-written—it is unduly coercive to force the states to choose between participating in the expansion or forgoing all Medicaid funds. In addition, the individual health insurance mandate is constitutional by virtue of the Taxing and Spending Clause (though not by the Commerce Clause or the Necessary and Proper Clause)."
171,Mutual Film Corp. v. Industrial Commission of Ohio,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Mutual_Film_Corp._v._Industrial_Commission_of_Ohio,https://supreme.justia.com/cases/federal/us/236/230/,"Mutual Film Corp. v. Industrial Commission of Ohio, 236 U.S. 230 (1915) Motion pictures are not entitled to free speech protection because they are a business, not a form of art (overruled by Joseph Burstyn, Inc. v. Wilson (1952))."
172,Schenck v. United States,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Schenck_v._United_States,https://supreme.justia.com/cases/federal/us/249/47/,"Schenck v. United States, 249 U.S. 47 (1919) Expressions in which the circumstances are intended to result in crime that poses a clear and present danger of succeeding can be punished without violating the First Amendment."
173,Gitlow v. New York,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Gitlow_v._New_York,https://supreme.justia.com/cases/federal/us/268/652/,"Gitlow v. New York, 268 U.S. 652 (1925) The provisions of the First Amendment that protect the freedom of speech and the freedom of the press apply to the governments of the states through the Due Process Clause of the Fourteenth Amendment."
174,Stromberg v. California,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Stromberg_v._California,https://supreme.justia.com/cases/federal/us/283/359/,"Stromberg v. California, 283 U.S. 359 (1931) A California law that bans red flags is unconstitutional because it violates the First Amendment's protection of symbolic speech as applied to the states through the Fourteenth Amendment."
175,Near v. Minnesota,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Near_v._Minnesota,https://supreme.justia.com/cases/federal/us/283/697/,"Near v. Minnesota, 283 U.S. 697 (1931) A Minnesota law that imposes prior restraints on the publication of ""malicious, scandalous, and defamatory"" content violates the First Amendment as applied to the states through the Fourteenth Amendment."
176,New Negro Alliance v. Sanitary Grocery Co.,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/New_Negro_Alliance_v._Sanitary_Grocery_Co.,https://supreme.justia.com/cases/federal/us/303/502/,"New Negro Alliance v. Sanitary Grocery Co., 303 U.S. 502 (1938) Peaceful and orderly dissemination of information by those defined as persons interested in a labor dispute concerning 'terms and conditions of employment' in an industry or a plant or a place of business is lawful."
177,Chaplinsky v. New Hampshire,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Chaplinsky_v._New_Hampshire,https://supreme.justia.com/cases/federal/us/315/568/,"Chaplinsky v. New Hampshire, 315 U.S. 568 (1942) Fighting words—words that by their very utterance inflict injury or tend to incite an immediate breach of the peace—are not protected by the First Amendment."
178,"Joseph Burstyn, Inc. v. Wilson",First Amendment rights,Freedom of speech and of the press,"https://www.wikipedia.org/wiki/Joseph_Burstyn,_Inc._v._Wilson",https://supreme.justia.com/cases/federal/us/343/495/,"Joseph Burstyn, Inc. v. Wilson, 343 U.S. 495 (1952) Motion pictures, as a form of artistic expression, are protected by the First Amendment."
179,Roth v. United States,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Roth_v._United_States,https://supreme.justia.com/cases/federal/us/354/476/,"Roth v. United States, 354 U.S. 476 (1957) Obscene material is not protected by the First Amendment (superseded by Miller v. California (1973))."
180,"One, Inc. v. Olesen",First Amendment rights,Freedom of speech and of the press,"https://www.wikipedia.org/wiki/One,_Inc._v._Olesen",https://supreme.justia.com/cases/federal/us/355/371/,"One, Inc. v. Olesen, 355 U.S. 371 (1958) Pro-homosexual writing is not per se obscene."
181,New York Times Co. v. Sullivan,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/New_York_Times_Co._v._Sullivan,https://supreme.justia.com/cases/federal/us/376/254/,"New York Times Co. v. Sullivan, 376 U.S. 254 (1964) Public officials, to prove they were libelled, must show not only that a statement is false, but also that it was published with malicious intent."
182,Curtis Publishing Co. v. Butts,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Curtis_Publishing_Co._v._Butts,https://supreme.justia.com/cases/federal/us/388/130/,"Curtis Publishing Co. v. Butts, 388 U.S. 130 (1967) News organizations may be liable when printing allegations about public figures if the information they disseminate is recklessly gathered and unchecked."
183,United States v. O'Brien,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/United_States_v._O%27Brien,https://supreme.justia.com/cases/federal/us/391/367/,"United States v. O'Brien, 391 U.S. 367 (1968) A criminal prohibition against draft-card burning does not violate the First Amendment because its effect on speech is only incidental, and it is justified by the significant governmental interest in maintaining an efficient and effective military draft system."
184,Tinker v. Des Moines Independent Community School District,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Tinker_v._Des_Moines_Independent_Community_School_District,https://supreme.justia.com/cases/federal/us/393/503/,"Tinker v. Des Moines Independent Community School District, 393 U.S. 503 (1969) Public school students have free speech rights under the First Amendment. Therefore, wearing armbands as a form of protest on public school grounds qualifies as protected symbolic speech."
185,Brandenburg v. Ohio,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Brandenburg_v._Ohio,https://supreme.justia.com/cases/federal/us/395/444/,"Brandenburg v. Ohio, 395 U.S. 444 (1969) The mere advocacy of the use of force or of violation of the law is protected by the First Amendment. Only inciting others to take direct and immediate unlawful action is without constitutional protection."
186,Cohen v. California,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Cohen_v._California,https://supreme.justia.com/cases/federal/us/403/15/,"Cohen v. California, 403 U.S. 15 (1971) The First Amendment prohibits the states from making the public display of a single four-letter expletive a criminal offense without a more specific and compelling reason than a general tendency to disturb the peace."
187,New York Times Co. v. United States,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/New_York_Times_Co._v._United_States,https://supreme.justia.com/cases/federal/us/403/713/,"New York Times Co. v. United States, 403 U.S. 713 (1971) The federal government's desire to keep the Pentagon Papers classified is not strong enough to justify violating the First Amendment by imposing prior restraints on the material."
188,Miller v. California,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Miller_v._California,https://supreme.justia.com/cases/federal/us/413/15/,"Miller v. California, 413 U.S. 15 (1973) To be obscene, a work must fail the Miller test, which determines if it has any ""serious literary, artistic, political, or scientific value."""
189,"Gertz v. Robert Welch, Inc.",First Amendment rights,Freedom of speech and of the press,"https://www.wikipedia.org/wiki/Gertz_v._Robert_Welch,_Inc.",https://supreme.justia.com/cases/federal/us/418/323/,"Gertz v. Robert Welch, Inc., 418 U.S. 323 (1974) The First Amendment permits the states to formulate their own standards of liability for defamation against private individuals as long as liability is not imposed without fault. If the state standard is lower than actual malice, then only actual damages may be awarded."
190,Buckley v. Valeo,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Buckley_v._Valeo,https://supreme.justia.com/cases/federal/us/424/1/,"Buckley v. Valeo, 424 U.S. 1 (1976) Spending money to influence elections is a form of constitutionally protected free speech; therefore, federal limits on campaign contributions are constitutional in only a limited number of circumstances."
191,Federal Communications Commission v. Pacifica Foundation,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Federal_Communications_Commission_v._Pacifica_Foundation,https://supreme.justia.com/cases/federal/us/438/726/,"Federal Communications Commission v. Pacifica Foundation, 438 U.S. 726 (1978) Broadcasting has less First Amendment protection than other forms of communication because of its pervasive nature. The Federal Communications Commission has broad authority to determine what constitutes indecency in different contexts."
192,NAACP v. Claiborne Hardware Co.,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/NAACP_v._Claiborne_Hardware_Co.,https://supreme.justia.com/cases/federal/us/458/886/,"NAACP v. Claiborne Hardware Co., 458 U.S. 886 (1982) Nonviolent boycotts and related activities to bring about political, social and economic change are political speech which are entitled to the protection of the First Amendment."
193,New York v. Ferber,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/New_York_v._Ferber,https://supreme.justia.com/cases/federal/us/458/747/,"New York v. Ferber, 458 U.S. 747 (1982) Laws that prohibit the sale, distribution, and advertisement of child pornography are constitutional even if the content does not meet the conditions necessary for it to be labeled obscene."
194,Bethel School District v. Fraser,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Bethel_School_District_v._Fraser,https://supreme.justia.com/cases/federal/us/478/675/,"Bethel School District v. Fraser, 478 U.S. 675 (1986) The First Amendment permits a public school to punish a student for giving a lewd and indecent speech at a school assembly even if the speech is not obscene."
195,Hazelwood v. Kuhlmeier,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Hazelwood_v._Kuhlmeier,https://supreme.justia.com/cases/federal/us/484/260/,"Hazelwood v. Kuhlmeier, 484 U.S. 260 (1988) Public school curricular student newspapers that have not been established as forums for student expression are subject to a lower level of First Amendment protection than independent student expression or newspapers established by policy or practice as forums for student expression."
196,Hustler Magazine v. Falwell,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Hustler_Magazine_v._Falwell,https://supreme.justia.com/cases/federal/us/485/46/,"Hustler Magazine v. Falwell, 485 U.S. 46 (1988) Parodies of public figures, including those intended to cause emotional distress, are protected by the First Amendment."
197,Texas v. Johnson,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Texas_v._Johnson,https://supreme.justia.com/cases/federal/us/491/397/,"Texas v. Johnson, 491 U.S. 397 (1989) A Texas law that criminalizes the desecration of the American flag is unconstitutional because it violates the First Amendment's protection of symbolic speech. This decision invalidates laws prohibiting flag desecration in 48 of the 50 states—Alaska and Wyoming are the two exceptions."
198,"Barnes v. Glen Theatre, Inc.",First Amendment rights,Freedom of speech and of the press,"https://www.wikipedia.org/wiki/Barnes_v._Glen_Theatre,_Inc.",https://supreme.justia.com/cases/federal/us/501/560/,"Barnes v. Glen Theatre, Inc., 501 U.S. 560 (1991) While nude dancing is a form of expressive conduct, public indecency laws regulating or prohibiting nude dancing are constitutional because they further substantial governmental interests in maintaining order and protecting morality."
199,Reno v. American Civil Liberties Union,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Reno_v._American_Civil_Liberties_Union,https://supreme.justia.com/cases/federal/us/521/844/,"Reno v. American Civil Liberties Union, 521 U.S. 844 (1997) The Communications Decency Act, which regulates certain content on the Internet, is so overbroad that it is an unconstitutional restraint on the First Amendment."
200,Kaelin v. Globe Communications,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Kato_Kaelin#Landmark_libel_case,,"Kaelin v. Globe Communications, Case no. 97-55232 (3rd Cir. 1998) A headline on the cover of a magazine which ""falsely insinuated"" a criminal act may be grounds for a libel action even if the related article inside the magazine is not defamatory."
201,Citizens United v. Federal Election Commission,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Citizens_United_v._Federal_Election_Commission,https://supreme.justia.com/cases/federal/us/558/310/,"Citizens United v. Federal Election Commission, 558 U.S. 310 (2010) Limits on corporate and union political expenditures during election cycles violate the Free Speech Clause of the First Amendment. Corporations and labor unions can spend unlimited sums in support of or in opposition to candidates as long as the spending is independent of the candidates."
202,Snyder v. Phelps,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Snyder_v._Phelps,https://supreme.justia.com/cases/federal/us/562/443/,"Snyder v. Phelps, 562 U.S. 443 (2011) The Westboro Baptist Church's picketing of funerals cannot be liable for a tort of emotional distress."
203,Brown v. Entertainment Merchants Association,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/Brown_v._Entertainment_Merchants_Association,https://supreme.justia.com/cases/federal/us/564/786/,"Brown v. Entertainment Merchants Association, 564 U.S. 786 (2011) Laws restricting the sale of violent video games to children without parental supervision violate the First Amendment."
204,McCutcheon v. Federal Election Commission,First Amendment rights,Freedom of speech and of the press,https://www.wikipedia.org/wiki/McCutcheon_v._Federal_Election_Commission,https://supreme.justia.com/cases/federal/us/572/___/,"McCutcheon v. Federal Election Commission, 572 U.S. ___ (2014) Limits on the total amounts of money that individuals can donate to political campaigns during two-year election cycles violate the First Amendment."
205,Reynolds v. United States,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Reynolds_v._United_States,https://supreme.justia.com/cases/federal/us/98/145/,"Reynolds v. United States, 98 U.S. 145 (1879) Religious belief or duty cannot be used as a defense against a criminal indictment."
206,Davis v. Beason,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Davis_v._Beason,https://supreme.justia.com/cases/federal/us/133/333/,"Davis v. Beason, 133 U.S. 333 (1890) The Edmunds Anti-Polygamy Act of 1882 does not violate the Free Exercise Clause of the First Amendment even though polygamy is part of several religious beliefs."
207,Cantwell v. Connecticut,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Cantwell_v._Connecticut,https://supreme.justia.com/cases/federal/us/310/296/,"Cantwell v. Connecticut, 310 U.S. 296 (1940) The states cannot interfere with the free exercise of religion."
208,Minersville School District v. Gobitis,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Minersville_School_District_v._Gobitis,https://supreme.justia.com/cases/federal/us/310/586/,"Minersville School District v. Gobitis, 310 U.S. 586 (1940) The First Amendment does not require public schools to excuse students from saluting the American flag and reciting the Pledge of Allegiance on religious grounds (overruled by West Virginia State Board of Education v. Barnette (1943))."
209,Murdock v. Pennsylvania,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Murdock_v._Pennsylvania,https://supreme.justia.com/cases/federal/us/319/105/,"Murdock v. Pennsylvania, 319 U.S. 105 (1943) A Pennsylvania ordinance that imposes a license tax on those selling religious merchandise violates the Free Exercise Clause."
210,West Virginia State Board of Education v. Barnette,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/West_Virginia_State_Board_of_Education_v._Barnette,https://supreme.justia.com/cases/federal/us/319/624/,"West Virginia State Board of Education v. Barnette, 319 U.S. 624 (1943) Public schools cannot override the religious beliefs of their students by forcing them to salute the American flag and recite the Pledge of Allegiance."
211,Everson v. Board of Education,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Everson_v._Board_of_Education,https://supreme.justia.com/cases/federal/us/330/1/,"Everson v. Board of Education, 330 U.S. 1 (1947) A state law that reimburses the costs of transportation to and from parochial schools does not violate the Establishment Clause of the First Amendment. The Establishment Clause is incorporated against the states, and the Constitution requires a sharp separation between government and religion."
212,McCollum v. Board of Education,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/McCollum_v._Board_of_Education,https://supreme.justia.com/cases/federal/us/333/203/,"McCollum v. Board of Education, 333 U.S. 203 (1948) The use of public school facilities by religious organizations to give religious instruction to school children violates the Establishment Clause."
213,Engel v. Vitale,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Engel_v._Vitale,https://supreme.justia.com/cases/federal/us/370/421/,"Engel v. Vitale, 370 U.S. 421 (1962) Government-directed prayer in public schools, even if it is denominationally neutral and non-mandatory, violates the Establishment Clause."
214,Abington School District v. Schempp,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Abington_School_District_v._Schempp,https://supreme.justia.com/cases/federal/us/374/203/,"Abington School District v. Schempp, 374 U.S. 203 (1963) School-sponsored reading of the Bible and recitation of the Lord's Prayer in public schools is unconstitutional under the Establishment Clause."
215,Flast v. Cohen,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Flast_v._Cohen,https://supreme.justia.com/cases/federal/us/392/83/,"Flast v. Cohen, 392 U.S. 83 (1968) Taxpayers have standing to sue to prevent the disbursement of federal funds in contravention of the specific constitutional prohibition against government support of religion."
216,Lemon v. Kurtzman,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Lemon_v._Kurtzman,https://supreme.justia.com/cases/federal/us/403/602/,"Lemon v. Kurtzman, 403 U.S. 602 (1971) For a law to be considered constitutional under the Establishment Clause, the law must have a legitimate secular purpose, must not have the primary effect of either advancing or inhibiting religion, and must not result in an excessive entanglement of government and religion."
217,Wisconsin v. Yoder,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Wisconsin_v._Yoder,https://supreme.justia.com/cases/federal/us/406/205/,"Wisconsin v. Yoder, 406 U.S. 205 (1972) Parents may remove their children from public schools for religious reasons."
218,Marsh v. Chambers,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Marsh_v._Chambers,https://supreme.justia.com/cases/federal/us/463/783/,"Marsh v. Chambers, 463 U.S. 783 (1983) A state legislature's practice of opening its sessions with a prayer offered by a state-supported chaplain does not violate the Establishment Clause."
219,Edwards v. Aguillard,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Edwards_v._Aguillard,https://supreme.justia.com/cases/federal/us/482/578/,"Edwards v. Aguillard, 482 U.S. 578 (1987) Teaching creationism in public schools is unconstitutional."
220,Employment Division v. Smith,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Employment_Division_v._Smith,https://supreme.justia.com/cases/federal/us/494/872/,"Employment Division v. Smith, 494 U.S. 872 (1990) Neutral laws of general applicability do not violate the Free Exercise Clause."
221,Lee v. Weisman,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Lee_v._Weisman,https://supreme.justia.com/cases/federal/us/505/577/,"Lee v. Weisman, 505 U.S. 577 (1992) Including a clergy-led prayer within the events of a public school graduation ceremony violates the Establishment Clause."
222,Church of Lukumi Babalu Aye v. City of Hialeah,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Church_of_Lukumi_Babalu_Aye_v._City_of_Hialeah,https://supreme.justia.com/cases/federal/us/508/520/,"Church of Lukumi Babalu Aye v. City of Hialeah, 508 U.S. 520 (1993) The government must show a compelling interest to pass a law that targets a religion's ritual (as opposed to a law that happens to burden the ritual but is not directed at it). Failing to show such an interest, the prohibition of animal sacrifice is a violation of the Free Exercise Clause."
223,Rosenberger v. University of Virginia,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Rosenberger_v._University_of_Virginia,https://supreme.justia.com/cases/federal/us/515/819/,"Rosenberger v. University of Virginia, 515 U.S. 819 (1995) A university cannot use student dues to fund secular groups while excluding religious groups."
224,Agostini v. Felton,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Agostini_v._Felton,https://supreme.justia.com/cases/federal/us/521/203/,"Agostini v. Felton, 521 U.S. 203 (1997) Allowing public school teachers to teach at parochial schools does not violate the Establishment Clause as long as the material that is taught is secular and neutral in nature and no ""excessive entanglement"" between government and religion is apparent."
225,Santa Fe Independent School District v. Doe,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Santa_Fe_Independent_School_Dist._v._Doe,https://supreme.justia.com/cases/federal/us/530/290/,"Santa Fe Independent School District v. Doe, 530 U.S. 290 (2000) Prayer in public schools that is initiated and led by students violates the Establishment Clause."
226,Zelman v. Simmons-Harris,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Zelman_v._Simmons-Harris,https://supreme.justia.com/cases/federal/us/536/639/,"Zelman v. Simmons-Harris, 536 U.S. 639 (2002) A government program that provides tuition vouchers for students to attend a private or religious school of their parents' choosing is constitutional because the vouchers are neutral toward religion and, therefore, do not violate the Establishment Clause."
227,Kitzmiller v. Dover Area School District,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Kitzmiller_v._Dover_Area_School_District,,"Kitzmiller v. Dover Area School District, 400 F. Supp. 2d 707 (M.D. Pa. 2005) Teaching intelligent design in public school biology classes violates the Establishment Clause because intelligent design is not science, and it ""cannot uncouple itself from its creationist, and thus religious, antecedents."""
228,Hosanna-Tabor Evangelical Lutheran Church and School v. Equal Employment Opportunity Commission,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Hosanna-Tabor_Evangelical_Lutheran_Church_and_School_v._Equal_Employment_Opportunity_Commission,https://supreme.justia.com/cases/federal/us/565/___/,"Hosanna-Tabor Evangelical Lutheran Church and School v. Equal Employment Opportunity Commission, 565 U.S. ___ (2012) Ministers cannot sue their churches by claiming termination in violation of employment non-discrimination laws. The Establishment Clause forbids the appointing of ministers by the government; therefore, it cannot interfere with the freedom of religious groups to select their own ministers under the Free Exercise Clause."
229,Town of Greece v. Galloway,First Amendment rights,Freedom of religion,https://www.wikipedia.org/wiki/Town_of_Greece_v._Galloway,https://supreme.justia.com/cases/federal/us/572/___/,"Town of Greece v. Galloway, 572 U.S. ___ (2014) A town council's practice of opening its sessions with a sectarian prayer does not violate the Establishment Clause."
230,"Burwell v. Hobby Lobby Stores, Inc.",First Amendment rights,Freedom of religion,"https://www.wikipedia.org/wiki/Burwell_v._Hobby_Lobby_Stores,_Inc.",https://supreme.justia.com/cases/federal/us/573/___/,"Burwell v. Hobby Lobby Stores, Inc., 573 U.S. ___ (2014) Closely held, for-profit corporations have free exercise rights under the Religious Freedom Restoration Act of 1993. As applied to such corporations, the requirement of the Patient Protection and Affordable Care Act that employers provide their female employees with no-cost access to contraception violates the Religious Freedom Restoration Act."
231,National Association for the Advancement of Colored People v. Alabama,First Amendment rights,Freedom of association,https://www.wikipedia.org/wiki/National_Association_for_the_Advancement_of_Colored_People_v._Alabama,https://supreme.justia.com/cases/federal/us/357/449/,"National Association for the Advancement of Colored People v. Alabama, 357 U.S. 449 (1958) The freedom to associate with organizations dedicated to the ""advancement of beliefs and ideas"" is an inseparable part of the Due Process Clause of the Fourteenth Amendment."
232,"Hurley v. Irish-American Gay, Lesbian, and Bisexual Group of Boston",First Amendment rights,Freedom of association,"https://www.wikipedia.org/wiki/Hurley_v._Irish-American_Gay,_Lesbian,_and_Bisexual_Group_of_Boston",https://supreme.justia.com/cases/federal/us/515/557/,"Hurley v. Irish-American Gay, Lesbian, and Bisexual Group of Boston, 515 U.S. 557 (1995) Private citizens organizing a public demonstration have the right to exclude groups whose message they disagree with from participating."
233,Boy Scouts of America v. Dale,First Amendment rights,Freedom of association,https://www.wikipedia.org/wiki/Boy_Scouts_of_America_v._Dale,https://supreme.justia.com/cases/federal/us/530/640/,"Boy Scouts of America v. Dale, 530 U.S. 640 (2000) Private organizations are allowed to choose their own membership and expel members based on their sexual orientation even if such discrimination would otherwise be prohibited by anti-discrimination legislation designed to protect minorities in public accommodations."
234,Edwards v. South Carolina,First Amendment rights,Freedom of petition,https://www.wikipedia.org/wiki/Edwards_v._South_Carolina,https://supreme.justia.com/cases/federal/us/372/229/,"Edwards v. South Carolina, 372 U.S. 229 (1963) The Free Petition Clause extends to the states through the Due Process Clause of the Fourteenth Amendment."
235,California Motor Transport Co. v. Trucking Unlimited,First Amendment rights,Freedom of petition,https://www.wikipedia.org/wiki/California_Motor_Transport_Co._v._Trucking_Unlimited,https://supreme.justia.com/cases/federal/us/404/508/,"California Motor Transport Co. v. Trucking Unlimited, 404 U.S. 508 (1972) The Free Petition Clause encompasses petitions to all three branches of the federal government—the Congress, the executive including administrative agencies and the judiciary."
